zip,lat,lon,city,county,state house dist,state senate dist,congressional dist,population
54859,46.09709,-91.859913,Minong,Washburn County,Assembly District 73,State Senate District 25,WI7,1770
53579,43.287987,-88.887444,Reeseville,Dodge County,Assembly District 37,State Senate District 13,WI5,1765
54128,44.85303,-88.78816,Gresham,Shawano County,Assembly District 6,State Senate District 2,WI8,1749
53125,42.55141,-88.5751,Fontana,Walworth County,Assembly District 31,State Senate District 11,WI1,1741
53543,43.04666,-90.37985,Highland,Iowa County,Assembly District 51,State Senate District 17,WI2,1738
53034,43.330523,-88.603032,Hustisford,Dodge County,Assembly District 39,State Senate District 13,WI5,1735
54849,46.493011,-91.71342,Lake Nebagamon,Douglas County,Assembly District 73,State Senate District 25,WI7,1732
53203,43.038313,-87.916534,Milwaukee,Milwaukee County,Assembly District 16,State Senate District 6,WI4,1726
54670,43.848835,-90.468791,Wilton,Monroe County,Assembly District 96,State Senate District 32,WI3,1724
54469,44.350934,-89.876274,Port Edwards,Wood County,Assembly District 72,State Senate District 24,WI3,1717
53078,43.34028,-88.4576,Rubicon,Dodge County,Assembly District 39,State Senate District 13,WI5,1715
54930,44.026085,-89.486854,Coloma,Waushara County,Assembly District 72,State Senate District 24,WI6,1710
54627,44.184171,-91.257707,Ettrick,Trempealeau County,Assembly District 92,State Senate District 31,WI3,1707
54631,43.269667,-90.83178,Gays Mills,Crawford County,Assembly District 96,State Senate District 32,WI3,1706
53006,43.602789,-88.52302,Brownsville,Dodge County,Assembly District 39,State Senate District 13,WI6,1704
53137,43.008958,-88.6726,Helenville,Jefferson County,Assembly District 33,State Senate District 11,WI5,1690
54638,43.79219,-90.36846,Kendall,Monroe County,Assembly District 50,State Senate District 17,WI3,1680
53063,43.957599,-87.792815,Newton,Manitowoc County,Assembly District 27,State Senate District 9,WI6,1677
54858,45.51583,-92.461712,Milltown,Polk County,Assembly District 28,State Senate District 10,WI7,1672
53926,43.679317,-89.186656,Dalton,Green Lake County,Assembly District 42,State Senate District 14,WI6,1665
54613,44.02719,-89.8879,Arkdale,Adams County,Assembly District 72,State Senate District 24,WI3,1663
54489,44.462338,-90.003283,Vesper,Wood County,Assembly District 70,State Senate District 24,WI7,1660
54082,45.06804,-92.749369,Houlton,St. Croix County,Assembly District 30,State Senate District 10,WI7,1655
54610,44.346721,-91.836481,Alma,Buffalo County,Assembly District 92,State Senate District 31,WI3,1649
54234,45.178293,-87.101748,Sister Bay,Door County,Assembly District 1,State Senate District 1,WI8,1644
54856,46.43523,-91.05991,Mason,Bayfield County,Assembly District 74,State Senate District 25,WI7,1637
54644,44.021422,-91.03295,Mindoro,La Crosse County,Assembly District 94,State Senate District 32,WI3,1621
54156,45.63524,-87.99095,Pembine,Marinette County,Assembly District 36,State Senate District 12,WI8,1616
54204,44.752379,-87.625888,Brussels,Door County,Assembly District 1,State Senate District 1,WI8,1608
54475,44.474097,-89.795501,Rudolph,Wood County,Assembly District 70,State Senate District 24,WI3,1575
54227,44.276554,-87.801651,Maribel,Manitowoc County,Assembly District 2,State Senate District 1,WI6,1561
54491,45.248003,-88.803154,White Lake,Langlade County,Assembly District 36,State Senate District 12,WI7,1555
54870,45.73714,-91.775875,Sarona,Washburn County,Assembly District 75,State Senate District 25,WI7,1548
54424,45.272303,-89.086848,Deerbrook,Langlade County,Assembly District 35,State Senate District 12,WI7,1531
53057,43.82638,-88.24621,Mount Calvary,Fond Du Lac County,Assembly District 59,State Senate District 20,WI6,1515
54974,43.775697,-88.659504,Rosendale,Fond Du Lac County,Assembly District 53,State Senate District 18,WI6,1510
53079,43.82277,-88.16704,Saint Cloud,Fond Du Lac County,Assembly District 59,State Senate District 20,WI6,1508
54977,44.451051,-89.146915,Scandinavia,Waupaca County,Assembly District 40,State Senate District 14,WI8,1502
53510,42.73611,-90.33429,Belmont,Lafayette County,Assembly District 51,State Senate District 17,WI2,1482
54407,44.46886,-89.31261,Amherst Junction,Portage County,Assembly District 71,State Senate District 24,WI3,1468
54621,43.65775,-91.09652,Chaseburg,Vernon County,Assembly District 96,State Senate District 32,WI3,1466
54805,45.4169,-92.03296,Almena,Barron County,Assembly District 75,State Senate District 25,WI7,1461
54759,44.509108,-92.131821,Pepin,Pepin County,Assembly District 93,State Senate District 31,WI3,1454
54651,43.696538,-90.548053,Ontario,Vernon County,Assembly District 96,State Senate District 32,WI3,1453
53924,43.46358,-90.28225,Cazenovia,Richland County,Assembly District 51,State Senate District 17,WI3,1437
54896,45.832746,-91.014362,Winter,Sawyer County,Assembly District 87,State Senate District 29,WI7,1427
54624,43.480668,-91.133309,De Soto,Vernon County,Assembly District 96,State Senate District 32,WI3,1422
54480,45.07691,-90.31514,Stetsonville,Taylor County,Assembly District 87,State Senate District 29,WI7,1410
53518,43.19665,-90.56485,Blue River,Grant County,Assembly District 49,State Senate District 17,WI3,1393
53577,43.293776,-90.022327,Plain,Sauk County,Assembly District 51,State Senate District 17,WI2,1387
54531,45.74835,-89.821598,Hazelhurst,Oneida County,Assembly District 34,State Senate District 12,WI7,1383
54749,44.947538,-92.07521,Knapp,Dunn County,Assembly District 29,State Senate District 10,WI3,1380
53930,43.6866,-89.483441,Endeavor,Marquette County,Assembly District 42,State Senate District 14,WI6,1373
54547,46.143746,-90.110725,Mercer,Iron County,Assembly District 74,State Senate District 25,WI7,1365
54965,44.155967,-89.02096,Pine River,Waushara County,Assembly District 40,State Senate District 14,WI6,1352
54213,44.722418,-87.528122,Forestville,Door County,Assembly District 1,State Senate District 1,WI8,1347
54626,43.220573,-91.034135,Eastman,Crawford County,Assembly District 96,State Senate District 32,WI3,1340
54721,44.602774,-92.062219,Arkansaw,Pepin County,Assembly District 93,State Senate District 31,WI3,1334
54209,45.012261,-87.266031,Egg Harbor,Door County,Assembly District 1,State Senate District 1,WI8,1326
54659,44.291449,-91.087671,Taylor,Jackson County,Assembly District 92,State Senate District 31,WI3,1322
54876,45.821216,-91.462771,Stone Lake,Sawyer County,Assembly District 87,State Senate District 29,WI7,1317
54979,43.839613,-88.543924,Van Dyne,Fond Du Lac County,Assembly District 53,State Senate District 18,WI6,1312
53826,43.110147,-90.957097,Wauzeka,Crawford County,Assembly District 96,State Senate District 32,WI3,1308
54541,45.561723,-88.706496,Laona,Forest County,Assembly District 36,State Senate District 12,WI7,1307
54422,44.95525,-90.43458,Curtiss,Clark County,Assembly District 69,State Senate District 23,WI7,1306
54888,45.966368,-91.886372,Trego,Washburn County,Assembly District 73,State Senate District 25,WI7,1303
54202,45.077002,-87.14603,Baileys Harbor,Door County,Assembly District 1,State Senate District 1,WI8,1292
54762,45.262353,-91.992842,Prairie Farm,Barron County,Assembly District 75,State Senate District 25,WI7,1269
54420,44.606893,-90.375852,Chili,Clark County,Assembly District 69,State Senate District 23,WI7,1268
53569,43.031263,-90.492475,Montfort,Grant County,Assembly District 49,State Senate District 17,WI3,1267
54539,45.775685,-89.574808,Lake Tomahawk,Oneida County,Assembly District 34,State Senate District 12,WI7,1265
54566,45.443574,-88.619413,Wabeno,Forest County,Assembly District 36,State Senate District 12,WI7,1259
54932,43.832253,-88.582166,Eldorado,Fond Du Lac County,Assembly District 53,State Senate District 18,WI6,1256
54864,46.594249,-91.815333,Poplar,Douglas County,Assembly District 73,State Senate District 25,WI7,1249
54459,45.451541,-90.287732,Ogema,Price County,Assembly District 74,State Senate District 25,WI7,1238
53911,43.336846,-89.36061,Arlington,Columbia County,Assembly District 42,State Senate District 14,WI6,1237
54511,45.711791,-88.810386,Argonne,Forest County,Assembly District 34,State Senate District 12,WI7,1233
53808,42.62722,-90.59207,Dickeyville,Grant County,Assembly District 49,State Senate District 17,WI3,1226
53550,42.564434,-89.507906,Juda,Green County,Assembly District 45,State Senate District 15,WI2,1220
54488,44.840956,-90.257456,Unity,Marathon County,Assembly District 69,State Senate District 23,WI7,1216
53046,43.153279,-88.164427,Lannon,Waukesha County,Assembly District 22,State Senate District 8,WI5,1213
53803,42.554499,-90.350817,Benton,Lafayette County,Assembly District 51,State Senate District 17,WI2,1211
54529,45.690115,-89.663974,Harshaw,Oneida County,Assembly District 34,State Senate District 12,WI7,1200
53587,42.579926,-89.931751,South Wayne,Lafayette County,Assembly District 51,State Senate District 17,WI2,1186
54427,44.870527,-89.215113,Eland,Shawano County,Assembly District 35,State Senate District 12,WI7,1185
54149,45.1847,-88.47372,Mountain,Oconto County,Assembly District 36,State Senate District 12,WI8,1182
54733,45.261871,-91.845156,Dallas,Barron County,Assembly District 75,State Senate District 25,WI7,1181
54104,45.420602,-88.246901,Athelstane,Marinette County,Assembly District 36,State Senate District 12,WI8,1179
54821,46.21018,-91.189305,Cable,Bayfield County,Assembly District 74,State Senate District 25,WI7,1178
54307,44.470363,-88.036686,Green Bay,Brown County,Assembly District 4,State Senate District 2,WI8,1173
53937,43.390863,-90.128539,Hill Point,Sauk County,Assembly District 51,State Senate District 17,WI2,1165
53582,43.016577,-89.986458,Ridgeway,Iowa County,Assembly District 80,State Senate District 27,WI2,1164
54442,45.366386,-89.670022,Irma,Lincoln County,Assembly District 35,State Senate District 12,WI7,1160
54556,45.532944,-90.28166,Prentice,Price County,Assembly District 74,State Senate District 25,WI7,1159
53554,42.898716,-90.511593,Livingston,Grant County,Assembly District 49,State Senate District 17,WI3,1152
54652,43.470286,-90.774539,Readstown,Vernon County,Assembly District 96,State Senate District 32,WI3,1150
54761,44.619607,-92.180419,Plum City,Pierce County,Assembly District 93,State Senate District 31,WI3,1146
54962,44.426783,-88.993214,Ogdensburg,Waupaca County,Assembly District 40,State Senate District 14,WI8,1144
54611,44.451027,-90.975918,Alma Center,Jackson County,Assembly District 92,State Senate District 31,WI7,1142
54723,44.631517,-92.435186,Bay City,Pierce County,Assembly District 93,State Senate District 31,WI3,1137
54632,43.57664,-91.2243,Genoa,Vernon County,Assembly District 96,State Senate District 32,WI3,1132
54763,45.168279,-91.875797,Ridgeland,Dunn County,Assembly District 67,State Senate District 23,WI3,1128
54546,46.320677,-90.746141,Mellen,Ashland County,Assembly District 74,State Senate District 25,WI7,1119
54838,46.293033,-91.894633,Gordon,Douglas County,Assembly District 73,State Senate District 25,WI7,1106
54921,44.341602,-89.526303,Bancroft,Portage County,Assembly District 71,State Senate District 24,WI3,1097
54150,44.98777,-88.82269,Neopit,Menominee County,Assembly District 36,State Senate District 12,WI8,1087
54772,45.094148,-91.879257,Wheeler,Dunn County,Assembly District 67,State Senate District 23,WI3,1068
54836,46.452892,-92.171445,Foxboro,Douglas County,Assembly District 73,State Senate District 25,WI7,1060
54003,44.789742,-92.448434,Beldenville,Pierce County,Assembly District 93,State Senate District 31,WI3,1058
53943,43.385775,-90.017885,Loganville,Sauk County,Assembly District 50,State Senate District 17,WI2,1047
54027,44.919366,-92.192828,Wilson,St. Croix County,Assembly District 29,State Senate District 10,WI7,1045
53506,43.138475,-90.280725,Avoca,Iowa County,Assembly District 51,State Senate District 17,WI2,1043
54212,45.11038,-87.209899,Fish Creek,Door County,Assembly District 1,State Senate District 1,WI8,1035
54985,44.075066,-88.518469,Winnebago,Winnebago County,Assembly District 53,State Senate District 18,WI6,1033
54748,45.088875,-91.256794,Jim Falls,Chippewa County,Assembly District 67,State Senate District 23,WI7,1021
54007,45.18802,-92.38547,Deer Park,St. Croix County,Assembly District 29,State Senate District 10,WI7,1020
54428,45.413361,-89.143347,Elcho,Langlade County,Assembly District 35,State Senate District 12,WI7,1006
54750,44.623923,-92.29072,Maiden Rock,Pierce County,Assembly District 93,State Senate District 31,WI3,1003
54408,45.00858,-89.21428,Aniwa,Shawano County,Assembly District 35,State Senate District 12,WI7,997
53522,42.563199,-89.778793,Browntown,Green County,Assembly District 51,State Senate District 17,WI2,996
54628,43.319219,-91.054678,Ferryville,Crawford County,Assembly District 96,State Senate District 32,WI3,986
54854,46.652638,-91.733798,Maple,Douglas County,Assembly District 73,State Senate District 25,WI7,978
54653,43.90636,-90.9193,Rockland,La Crosse County,Assembly District 94,State Senate District 32,WI3,975
54964,43.956653,-88.71918,Pickett,Winnebago County,Assembly District 53,State Senate District 18,WI6,973
54895,45.40913,-91.423051,Weyerhaeuser,Rusk County,Assembly District 87,State Senate District 29,WI7,970
54418,45.20802,-89.024,Bryant,Langlade County,Assembly District 35,State Senate District 12,WI7,966
54175,45.309457,-88.605896,Townsend,Oconto County,Assembly District 36,State Senate District 12,WI8,936
53541,42.579894,-90.031186,Gratiot,Lafayette County,Assembly District 51,State Senate District 17,WI2,931
54441,44.645875,-90.105056,Hewitt,Wood County,Assembly District 86,State Senate District 29,WI7,923
54756,44.473584,-91.910518,Nelson,Buffalo County,Assembly District 92,State Senate District 31,WI3,911
54138,45.308254,-88.477771,Lakewood,Oconto County,Assembly District 36,State Senate District 12,WI8,895
54559,46.502552,-90.402719,Saxon,Iron County,Assembly District 74,State Senate District 25,WI7,893
54820,46.555409,-91.605419,Brule,Douglas County,Assembly District 74,State Senate District 25,WI7,878
54855,46.366834,-90.840821,Marengo,Ashland County,Assembly District 74,State Senate District 25,WI7,876
54835,45.66802,-91.24405,Exeland,Sawyer County,Assembly District 87,State Senate District 29,WI7,872
54512,46.11328,-89.64459,Boulder Junction,Vilas County,Assembly District 34,State Senate District 12,WI7,865
53922,43.517272,-88.73346,Burnett,Dodge County,Assembly District 42,State Senate District 14,WI6,863
53801,42.90554,-91.10124,Bagley,Grant County,Assembly District 49,State Senate District 17,WI3,861
54527,46.126107,-90.611172,Glidden,Ashland County,Assembly District 74,State Senate District 25,WI7,857
54246,45.373786,-86.897472,Washington Island,Door County,Assembly District 1,State Senate District 1,WI8,850
53537,42.672575,-89.211151,Footville,Rock County,Assembly District 43,State Senate District 15,WI2,843
53816,42.975521,-90.84962,Mount Hope,Grant County,Assembly District 49,State Senate District 17,WI3,841
54232,44.005714,-87.922351,Saint Nazianz,Manitowoc County,Assembly District 25,State Senate District 9,WI6,840
54557,46.200011,-89.738691,Presque Isle,Vilas County,Assembly District 34,State Senate District 12,WI7,838
54530,45.518558,-90.743138,Hawkins,Rusk County,Assembly District 87,State Senate District 29,WI7,832
53544,42.871497,-89.923881,Hollandale,Iowa County,Assembly District 80,State Senate District 27,WI2,828
54734,45.001949,-92.099665,Downing,Dunn County,Assembly District 29,State Senate District 10,WI3,820
54545,46.155097,-89.845465,Manitowish Waters,Vilas County,Assembly District 34,State Senate District 12,WI7,808
53961,43.459884,-89.931931,Rock Springs,Sauk County,Assembly District 81,State Senate District 27,WI2,798
54563,45.45197,-90.964443,Tony,Rusk County,Assembly District 87,State Senate District 29,WI7,781
54102,45.492839,-88.049604,Amberg,Marinette County,Assembly District 36,State Senate District 12,WI8,774
54490,45.330939,-90.401519,Westboro,Taylor County,Assembly District 87,State Senate District 29,WI7,762
54210,45.253108,-87.044698,Ellison Bay,Door County,Assembly District 1,State Senate District 1,WI8,758
54526,45.486195,-90.847935,Glen Flora,Rusk County,Assembly District 87,State Senate District 29,WI7,734
54826,45.47773,-92.07518,Comstock,Barron County,Assembly District 75,State Senate District 25,WI7,733
54746,44.52913,-90.88931,Humbird,Clark County,Assembly District 68,State Senate District 23,WI7,726
54731,45.357563,-91.088353,Conrath,Rusk County,Assembly District 87,State Senate District 29,WI7,721
54828,45.837967,-91.291784,Couderay,Sawyer County,Assembly District 87,State Senate District 29,WI7,701
53167,42.74141,-88.22426,Rochester,Racine County,Assembly District 63,State Senate District 21,WI1,700
54119,45.591557,-88.222435,Dunbar,Marinette County,Assembly District 36,State Senate District 12,WI8,697
53069,43.11362,-88.43593,Okauchee,Waukesha County,Assembly District 38,State Senate District 13,WI5,685
54550,46.428,-90.24601,Montreal,Iron County,Assembly District 74,State Senate District 25,WI7,654
54769,44.508365,-92.232594,Stockholm,Pepin County,Assembly District 93,State Senate District 31,WI3,644
54524,45.814336,-90.453045,Fifield,Price County,Assembly District 74,State Senate District 25,WI7,632
54813,45.6369,-91.99296,Barronett,Barron County,Assembly District 75,State Senate District 25,WI7,631
53526,42.963325,-90.369319,Cobb,Iowa County,Assembly District 51,State Senate District 17,WI2,620
53553,42.91777,-90.27346,Linden,Iowa County,Assembly District 51,State Senate District 17,WI2,602
54493,44.715341,-90.769733,Willard,Clark County,Assembly District 68,State Senate District 23,WI7,600
54006,45.57051,-92.65104,Cushing,Polk County,Assembly District 28,State Senate District 10,WI7,598
54463,45.525897,-89.236033,Pelican Lake,Oneida County,Assembly District 35,State Senate District 12,WI7,596
53825,42.926596,-90.583575,Stitzer,Grant County,Assembly District 49,State Senate District 17,WI3,571
54560,46.02023,-89.497889,Sayner,Vilas County,Assembly District 34,State Senate District 12,WI7,568
54737,44.69219,-92.01156,Eau Galle,Dunn County,Assembly District 93,State Senate District 31,WI3,531
54125,45.648826,-88.333152,Goodman,Marinette County,Assembly District 36,State Senate District 12,WI8,506
54846,46.376072,-90.761153,High Bridge,Ashland County,Assembly District 74,State Senate District 25,WI7,496
54537,45.528816,-90.606178,Kennan,Price County,Assembly District 74,State Senate District 25,WI7,495
54103,45.672311,-88.530545,Armstrong Creek,Forest County,Assembly District 34,State Senate District 12,WI7,471
54927,44.103137,-88.653949,Butte Des Morts,Winnebago County,Assembly District 56,State Senate District 19,WI8,470
54450,45.006232,-89.047379,Mattoon,Shawano County,Assembly District 35,State Senate District 12,WI8,455
54515,45.535762,-90.504465,Catawba,Price County,Assembly District 74,State Senate District 25,WI7,448
54865,46.77466,-91.38657,Port Wing,Bayfield County,Assembly District 74,State Senate District 25,WI7,441
54447,45.07719,-90.72458,Lublin,Taylor County,Assembly District 87,State Senate District 29,WI7,439
53969,43.498907,-89.30497,Wyocena,Columbia County,Assembly District 42,State Senate District 14,WI6,438
54867,45.800649,-91.268979,Radisson,Sawyer County,Assembly District 87,State Senate District 29,WI7,432
53088,44.07166,-88.29899,Stockbridge,Calumet County,Assembly District 3,State Senate District 1,WI8,406
54928,44.735836,-88.876673,Caroline,Shawano County,Assembly District 6,State Senate District 2,WI8,404
54542,45.913837,-88.623498,Long Lake,Florence County,Assembly District 34,State Senate District 12,WI7,402
53016,43.31139,-88.7201,Clyman,Dodge County,Assembly District 39,State Senate District 13,WI5,395
54513,45.584525,-90.166914,Brantwood,Price County,Assembly District 74,State Senate District 25,WI7,394
53920,43.65498,-89.5854,Briggsville,Marquette County,Assembly District 42,State Senate District 14,WI6,393
54933,44.668605,-88.704318,Embarrass,Waupaca County,Assembly District 6,State Senate District 2,WI8,382
54485,45.396466,-89.217933,Summit Lake,Langlade County,Assembly District 35,State Senate District 12,WI7,380
54657,43.18109,-90.85874,Steuben,Crawford County,Assembly District 96,State Senate District 32,WI3,376
53810,42.822065,-90.982153,Glen Haven,Grant County,Assembly District 49,State Senate District 17,WI3,373
53505,42.659301,-88.83065,Avalon,Rock County,Assembly District 31,State Senate District 11,WI1,357
54967,44.134044,-88.986361,Poy Sippi,Waushara County,Assembly District 40,State Senate District 14,WI6,353
53557,43.343056,-88.791442,Lowell,Dodge County,Assembly District 39,State Senate District 13,WI5,348
54832,46.33689,-91.25797,Drummond,Bayfield County,Assembly District 74,State Senate District 25,WI7,346
54160,44.119917,-88.096495,Potter,Calumet County,Assembly District 25,State Senate District 9,WI8,327
54827,46.834502,-91.092821,Cornucopia,Bayfield County,Assembly District 74,State Senate District 25,WI7,289
54841,45.60884,-91.77489,Haugen,Barron County,Assembly District 75,State Senate District 25,WI7,283
54931,44.27304,-88.67844,Dale,Outagamie County,Assembly District 56,State Senate District 19,WI8,270
54844,46.83243,-91.26102,Herbster,Bayfield County,Assembly District 74,State Senate District 25,WI7,266
54123,44.21249,-88.14427,Forest Junction,Calumet County,Assembly District 3,State Senate District 1,WI8,263
53827,43.035813,-90.853002,Woodman,Grant County,Assembly District 49,State Senate District 17,WI3,261
54211,45.159184,-87.171024,Ephraim,Door County,Assembly District 1,State Senate District 1,WI8,259
54214,44.197537,-87.713043,Francis Creek,Manitowoc County,Assembly District 2,State Senate District 1,WI6,257
53939,43.6911,-89.130237,Kingston,Green Lake County,Assembly District 42,State Senate District 14,WI6,256
53935,43.590116,-89.05931,Friesland,Columbia County,Assembly District 42,State Senate District 14,WI6,254
54839,46.36745,-91.10825,Grand View,Bayfield County,Assembly District 74,State Senate District 25,WI7,251
54120,45.74447,-88.47565,Fence,Florence County,Assembly District 34,State Senate District 12,WI7,249
54525,46.42828,-90.22518,Gile,Iron County,Assembly District 74,State Senate District 25,WI7,247
54625,44.14309,-91.520432,Dodge,Trempealeau County,Assembly District 92,State Senate District 31,WI3,240
54850,46.803272,-90.692287,La Pointe,Ashland County,Assembly District 74,State Senate District 25,WI7,237
54760,44.424863,-91.207421,Pigeon Falls,Trempealeau County,Assembly District 92,State Senate District 31,WI3,234
53931,43.747481,-88.866516,Fairwater,Fond Du Lac County,Assembly District 42,State Senate District 14,WI6,220
54862,45.797008,-91.127234,Ojibwa,Sawyer County,Assembly District 87,State Senate District 29,WI7,219
54861,46.614971,-90.656678,Odanah,Ashland County,Assembly District 74,State Senate District 25,WI7,205
53540,43.22332,-90.29151,Gotham,Richland County,Assembly District 51,State Senate District 17,WI2,203
54637,43.88013,-90.272928,Hustler,Juneau County,Assembly District 50,State Senate District 17,WI3,195
53501,42.60621,-89.065499,Afton,Rock County,Assembly District 43,State Senate District 15,WI2,191
53947,43.746464,-89.138441,Marquette,Green Lake County,Assembly District 41,State Senate District 14,WI6,177
53295,43.022478,-87.976073,Milwaukee,Milwaukee County,Assembly District 7,State Senate District 3,WI4,173
53702,43.060926,-88.230636,Madison,Waukesha County,Assembly District 98,State Senate District 33,WI5,170
54536,46.318241,-90.342024,Iron Belt,Iron County,Assembly District 74,State Senate District 25,WI7,169
53817,42.942183,-90.964596,Patch Grove,Grant County,Assembly District 49,State Senate District 17,WI3,166
54842,46.503,-91.86075,Hawthorne,Douglas County,Assembly District 73,State Senate District 25,WI7,162
53003,43.21195,-88.51621,Ashippun,Dodge County,Assembly District 39,State Senate District 13,WI5,161
54430,45.147659,-88.873132,Elton,Langlade County,Assembly District 36,State Senate District 12,WI7,156
53195,42.513649,-88.484322,Zenda,Walworth County,Assembly District 32,State Senate District 11,WI1,154
54413,44.298272,-90.140404,Babcock,Wood County,Assembly District 70,State Senate District 24,WI7,149
54207,44.091021,-87.990241,Collins,Manitowoc County,Assembly District 25,State Senate District 9,WI6,146
53047,43.256793,-88.6281,Lebanon,Dodge County,Assembly District 37,State Senate District 13,WI5,127
54845,45.799612,-92.153743,Hertel,Burnett County,Assembly District 73,State Senate District 25,WI7,124
53571,43.277325,-89.356403,Morrisonville,Dane County,Assembly District 42,State Senate District 14,WI2,112
53928,43.426605,-89.149069,Doylestown,Columbia County,Assembly District 42,State Senate District 14,WI6,111
54980,43.988578,-88.771167,Waukau,Winnebago County,Assembly District 53,State Senate District 18,WI6,109
54517,46.16384,-90.9024,Clam Lake,Ashland County,Assembly District 74,State Senate District 25,WI7,105
54654,43.26498,-90.95846,Seneca,Crawford County,Assembly District 96,State Senate District 32,WI3,99
54458,44.49497,-89.30984,Nelsonville,Portage County,Assembly District 71,State Senate District 24,WI3,98
54946,44.336605,-89.1444,King,Waupaca County,Assembly District 40,State Senate District 14,WI8,89
54645,43.31526,-90.92874,Mount Sterling,Crawford County,Assembly District 96,State Senate District 32,WI3,80
54127,44.79555,-88.27038,Green Valley,Shawano County,Assembly District 36,State Senate District 12,WI8,77
54857,45.596342,-91.605711,Mikana,Barron County,Assembly District 75,State Senate District 25,WI7,59
53599,42.649309,-89.862202,Woodford,Lafayette County,Assembly District 51,State Senate District 17,WI2,50
53802,42.79499,-90.8854,Beetown,Grant County,Assembly District 49,State Senate District 17,WI3,44
54417,45.02735,-89.654118,Brokaw,Marathon County,Assembly District 86,State Senate District 29,WI7,39
54765,45.169133,-91.68559,Sand Creek,Dunn County,Assembly District 67,State Senate District 23,WI3,9
54641,44.270653,-90.330096,Mather,Jackson County,Assembly District 70,State Senate District 24,WI7,3
